,Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
2155,20.0,8.0,3,Laptop & Accessory,1,Married,6,0,4.0,150.7,No Churn
2157,31.0,13.0,4,Mobile Phone,3,Married,10,0,3.0,147.67,No Churn
2158,1.0,21.0,4,Mobile Phone,1,Married,7,1,5.0,149.36,Churn
2159,1.0,7.0,4,Laptop & Accessory,3,Divorced,2,0,3.0,173.98,No Churn
2160,10.0,31.0,3,Laptop & Accessory,3,Married,4,1,7.0,144.49,No Churn
2161,3.0,10.0,5,Fashion,3,Divorced,3,0,8.0,244.35,No Churn
2163,4.0,11.0,3,Mobile,4,Married,2,0,2.0,127.89,No Churn
2164,4.0,7.0,4,Mobile Phone,4,Divorced,2,1,8.0,160.79,No Churn
2165,5.0,9.0,6,Mobile Phone,1,Married,3,1,1.0,136.29,No Churn
2166,6.0,17.0,4,Fashion,1,Single,4,0,1.0,237.44,No Churn
2168,28.0,8.0,4,Mobile,1,Married,9,0,4.0,126.62,No Churn
2169,22.0,8.0,3,Others,1,Married,4,0,3.0,291.61,No Churn
2170,5.0,16.0,5,Mobile Phone,4,Single,2,1,3.0,151.57,No Churn
2171,19.0,6.0,1,Grocery,5,Single,2,0,12.0,275.67,No Churn
2172,7.0,21.0,3,Grocery,5,Married,8,0,9.0,270.07,No Churn
2173,2.0,8.0,3,Laptop & Accessory,1,Single,2,0,9.0,145.54,No Churn
2174,28.0,32.0,4,Others,1,Married,2,0,13.0,295.86,No Churn
2175,1.0,22.0,6,Laptop & Accessory,1,Married,8,1,3.0,179.4,Churn
2178,17.0,17.0,4,Mobile Phone,2,Single,2,0,8.0,149.55,No Churn
2179,16.0,12.0,4,Others,3,Married,8,0,14.0,293.92,No Churn
2180,7.0,19.0,3,Fashion,3,Married,2,0,1.0,186.28,No Churn
2181,8.0,15.0,2,Laptop & Accessory,3,Married,4,0,3.0,169.04,No Churn
2182,0.0,7.0,3,Mobile,1,Married,5,0,2.0,132.29,No Churn
2184,15.0,23.0,2,Laptop & Accessory,5,Single,4,1,2.0,165.45,No Churn
2186,7.0,9.0,3,Laptop & Accessory,4,Married,2,0,9.0,154.33,No Churn
2187,16.0,13.0,4,Fashion,5,Married,11,0,8.0,258.48,No Churn
2188,16.0,22.0,3,Grocery,2,Divorced,6,1,9.0,260.64,No Churn
2190,0.0,35.0,3,Mobile Phone,5,Married,2,0,2.0,139.07,No Churn
2191,2.0,36.0,4,Laptop & Accessory,5,Divorced,9,1,1.0,191.73,Churn
2193,1.0,7.0,4,Mobile Phone,2,Single,3,0,1.0,141.11,No Churn
2194,1.0,18.0,4,Mobile Phone,4,Married,3,0,3.0,147.44,No Churn
2197,6.0,10.0,4,Laptop & Accessory,5,Divorced,3,0,4.0,192.25,No Churn
2199,11.0,36.0,4,Fashion,4,Married,3,1,10.0,243.49,Churn
2202,19.0,30.0,4,Laptop & Accessory,5,Divorced,3,1,9.0,161.33,No Churn
2206,5.0,15.0,3,Laptop & Accessory,1,Married,2,1,5.0,163.22,No Churn
2207,1.0,12.0,2,Mobile Phone,3,Single,5,1,4.0,149.32,Churn
2208,8.0,17.0,2,Laptop & Accessory,1,Married,3,0,3.0,172.24,No Churn
2209,8.0,9.0,4,Laptop & Accessory,1,Single,3,0,5.0,187.74,No Churn
2210,27.0,10.0,4,Grocery,3,Divorced,5,1,4.0,300.84,No Churn
2211,21.0,9.0,5,Mobile Phone,2,Single,3,1,3.0,157.94,No Churn
2212,4.0,14.0,4,Laptop & Accessory,5,Married,9,0,3.0,172.79,No Churn
2215,5.0,18.0,4,Mobile Phone,2,Divorced,5,1,3.0,148.56,No Churn
2216,10.0,11.0,3,Laptop & Accessory,1,Married,8,0,4.0,163.47,No Churn
2217,0.0,22.0,3,Laptop & Accessory,5,Single,6,0,2.0,153.24,Churn
2219,16.0,17.0,4,Mobile Phone,3,Married,5,0,4.0,154.36,No Churn
2220,4.0,9.0,4,Mobile Phone,1,Single,2,0,8.0,150.64,No Churn
2222,5.0,21.0,3,Laptop & Accessory,1,Married,6,0,2.0,166.67,No Churn
2223,1.0,19.0,4,Laptop & Accessory,1,Single,5,1,8.0,170.81,Churn
2225,8.0,7.0,4,Mobile Phone,5,Married,7,0,4.0,154.96,No Churn
2226,1.0,17.0,4,Laptop & Accessory,2,Single,2,0,2.0,174.5,No Churn
2227,10.0,15.0,5,Fashion,5,Single,3,0,10.0,200.87,No Churn
2228,1.0,19.0,3,Mobile Phone,4,Single,3,0,1.0,152.16,Churn
2229,14.0,10.0,5,Mobile Phone,3,Married,3,1,3.0,151.83,Churn
2230,1.0,9.0,4,Mobile Phone,3,Single,8,0,2.0,168.82,Churn
2231,1.0,12.0,5,Mobile Phone,3,Single,2,0,1.0,154.66,No Churn
2234,12.0,9.0,4,Laptop & Accessory,3,Married,1,0,7.0,130.69,No Churn
2235,7.0,8.0,3,Laptop & Accessory,1,Single,2,0,11.0,166.87,No Churn
2236,6.0,9.0,3,Mobile,3,Married,2,1,0.0,129.09,No Churn
2237,9.0,8.0,6,Mobile Phone,1,Married,3,0,2.0,154.77,No Churn
2238,21.0,7.0,4,Others,1,Single,7,0,0.0,282.65,No Churn
2240,10.0,9.0,4,Laptop & Accessory,4,Single,11,1,13.0,179.1,No Churn
2241,8.0,15.0,4,Laptop & Accessory,3,Single,5,0,4.0,186.42,No Churn
2242,3.0,11.0,3,Fashion,1,Married,3,0,4.0,194.19,No Churn
2243,10.0,16.0,3,Mobile,5,Married,7,0,3.0,134.52,No Churn
2244,1.0,9.0,5,Mobile Phone,3,Single,8,1,1.0,145.9,Churn
2245,0.0,13.0,3,Mobile,3,Divorced,2,1,2.0,128.86,Churn
2246,25.0,21.0,4,Laptop & Accessory,2,Divorced,6,0,8.0,174.36,No Churn
2247,14.0,9.0,2,Laptop & Accessory,3,Married,7,0,9.0,188.77,No Churn
2248,1.0,25.0,4,Mobile,5,Married,2,0,3.0,131.96,No Churn
2249,1.0,16.0,4,Mobile Phone,1,Single,3,0,3.0,151.1,No Churn
2250,11.0,8.0,3,Laptop & Accessory,3,Married,10,0,0.0,165.53,No Churn
2252,10.0,17.0,3,Mobile Phone,3,Single,5,0,2.0,136.29,No Churn
2258,4.0,12.0,5,Laptop & Accessory,3,Married,3,0,3.0,186.18,No Churn
2259,30.0,6.0,3,Others,5,Divorced,4,1,5.0,297.01,No Churn
2260,1.0,17.0,4,Mobile,3,Single,3,1,2.0,135.09,Churn
2262,10.0,34.0,4,Laptop & Accessory,3,Married,8,0,8.0,177.37,No Churn
2263,1.0,8.0,6,Mobile Phone,3,Single,3,0,1.0,138.59,Churn
2264,5.0,19.0,4,Others,3,Married,3,0,9.0,320.45,Churn
2265,10.0,6.0,3,Fashion,2,Single,5,0,2.0,174.91,No Churn
2267,15.0,11.0,3,Fashion,4,Single,10,1,7.0,184.46,Churn
2269,6.0,11.0,4,Fashion,2,Married,5,0,2.0,171.19,No Churn
2270,1.0,9.0,4,Mobile Phone,1,Married,8,1,3.0,162.22,Churn
2271,28.0,24.0,3,Laptop & Accessory,4,Married,4,1,7.0,163.85,No Churn
2272,7.0,13.0,3,Mobile,1,Single,2,0,0.0,129.72,No Churn
2274,18.0,8.0,3,Laptop & Accessory,4,Divorced,1,0,7.0,148.05,No Churn
2275,19.0,30.0,4,Laptop & Accessory,5,Married,3,1,9.0,161.33,No Churn
2277,1.0,30.0,5,Laptop & Accessory,1,Married,9,1,1.0,166.57,No Churn
2278,19.0,8.0,3,Others,1,Married,8,1,2.0,293.28,No Churn
2279,15.0,26.0,4,Laptop & Accessory,5,Married,4,0,1.0,155.72,No Churn
2280,30.0,30.0,4,Grocery,4,Divorced,6,1,10.0,259.02,No Churn
2281,22.0,13.0,4,Fashion,3,Single,9,0,0.0,145.0,No Churn
2283,1.0,9.0,4,Mobile Phone,5,Married,5,0,1.0,148.22,No Churn
2284,3.0,12.0,4,Laptop & Accessory,2,Divorced,5,0,1.0,145.86,Churn
2285,5.0,15.0,4,Fashion,2,Married,3,0,10.0,232.93,No Churn
2286,1.0,10.0,5,Mobile Phone,3,Single,3,0,3.0,155.33,No Churn
2287,11.0,18.0,4,Fashion,1,Married,3,1,8.0,246.85,No Churn
2291,23.0,7.0,4,Grocery,3,Single,6,0,1.0,278.79,No Churn
2294,1.0,29.0,4,Mobile Phone,3,Single,3,1,1.0,141.75,Churn
2297,1.0,11.0,4,Mobile Phone,3,Single,3,0,1.0,148.18,No Churn
2298,9.0,9.0,4,Fashion,1,Married,1,0,4.0,176.44,No Churn
2300,4.0,8.0,3,Laptop & Accessory,5,Single,8,0,3.0,153.32,No Churn
2301,1.0,11.0,3,Laptop & Accessory,5,Single,1,0,3.0,184.63,No Churn
2303,10.0,7.0,4,Laptop & Accessory,4,Married,2,0,6.0,177.28,No Churn
2305,11.0,6.0,4,Laptop & Accessory,2,Single,5,0,1.0,186.86,No Churn
2308,3.0,14.0,4,Laptop & Accessory,1,Married,3,1,1.0,191.23,No Churn
2309,4.0,36.0,4,Laptop & Accessory,5,Married,10,0,4.0,166.15,No Churn
2310,14.0,13.0,1,Mobile,3,Married,2,0,8.0,133.76,No Churn
2311,1.0,21.0,4,Mobile Phone,3,Single,3,0,1.0,140.14,No Churn
2313,2.0,6.0,3,Laptop & Accessory,3,Married,2,0,9.0,143.19,No Churn
2314,1.0,28.0,5,Mobile Phone,5,Married,2,0,1.0,147.96,No Churn
2316,5.0,10.0,4,Laptop & Accessory,3,Divorced,2,0,8.0,161.62,No Churn
2318,1.0,9.0,4,Laptop & Accessory,1,Married,2,0,3.0,167.27,No Churn
2319,14.0,9.0,4,Laptop & Accessory,4,Married,3,0,4.0,189.38,No Churn
2320,9.0,10.0,4,Laptop & Accessory,2,Single,2,0,8.0,158.1,No Churn
2322,9.0,30.0,4,Mobile Phone,5,Married,5,1,3.0,165.14,No Churn
2323,27.0,11.0,3,Others,5,Divorced,5,0,2.0,294.06,No Churn
2325,9.0,6.0,3,Laptop & Accessory,2,Single,5,0,0.0,166.53,No Churn
2327,0.0,28.0,3,Laptop & Accessory,3,Married,2,1,7.0,161.79,Churn
2328,1.0,13.0,2,Mobile Phone,1,Married,2,0,8.0,150.44,No Churn
2329,20.0,10.0,3,Laptop & Accessory,1,Single,2,1,7.0,141.63,No Churn
2330,31.0,7.0,4,Laptop & Accessory,3,Married,4,0,3.0,192.55,No Churn
2332,13.0,15.0,4,Mobile Phone,3,Divorced,3,0,8.0,162.55,No Churn
2334,6.0,14.0,3,Mobile Phone,4,Divorced,3,0,4.0,152.94,No Churn
2335,5.0,6.0,3,Mobile,2,Married,1,0,2.0,123.14,No Churn
2336,13.0,17.0,4,Laptop & Accessory,5,Married,4,0,8.0,178.77,No Churn
2337,5.0,14.0,1,Laptop & Accessory,2,Divorced,2,0,8.0,162.09,No Churn
2338,8.0,8.0,5,Mobile Phone,4,Married,7,0,3.0,157.94,No Churn
2339,3.0,10.0,4,Laptop & Accessory,3,Married,6,1,1.0,177.38,Churn
2340,0.0,10.0,4,Mobile,1,Married,1,0,4.0,131.62,No Churn
2342,18.0,14.0,3,Laptop & Accessory,1,Married,10,0,8.0,136.97,No Churn
2343,2.0,29.0,3,Mobile Phone,5,Single,1,0,3.0,139.04,Churn
2345,7.0,7.0,2,Laptop & Accessory,5,Married,3,0,9.0,165.37,No Churn
2346,6.0,15.0,2,Laptop & Accessory,2,Divorced,3,0,9.0,187.09,No Churn
2348,2.0,23.0,2,Laptop & Accessory,5,Single,2,0,8.0,181.61,No Churn
2349,1.0,23.0,3,Laptop & Accessory,5,Married,2,0,8.0,145.58,No Churn
2350,6.0,14.0,3,Laptop & Accessory,3,Married,1,0,2.0,171.04,No Churn
2351,25.0,16.0,4,Mobile Phone,1,Married,5,0,4.0,145.75,No Churn
2352,9.0,16.0,5,Fashion,3,Divorced,3,1,16.0,231.85,No Churn
2355,13.0,10.0,3,Laptop & Accessory,4,Divorced,11,0,7.0,188.89,No Churn
2356,0.0,30.0,4,Laptop & Accessory,4,Single,1,1,10.0,145.99,Churn
2357,25.0,14.0,3,Mobile,5,Divorced,10,0,4.0,129.5,No Churn
2358,6.0,14.0,3,Laptop & Accessory,3,Single,3,1,0.0,163.88,No Churn
2359,5.0,15.0,4,Laptop & Accessory,1,Single,3,0,9.0,169.24,No Churn
2363,15.0,7.0,3,Fashion,5,Divorced,3,0,8.0,208.92,No Churn
2365,14.0,6.0,4,Others,3,Married,2,0,10.0,291.89,No Churn
2368,1.0,33.0,5,Mobile Phone,3,Married,3,1,4.0,153.14,No Churn
2371,11.0,18.0,4,Fashion,2,Married,3,1,8.0,246.85,No Churn
2372,23.0,25.0,4,Laptop & Accessory,2,Married,3,1,8.0,193.04,No Churn
2375,17.0,7.0,1,Laptop & Accessory,5,Married,3,0,2.0,150.33,No Churn
2376,16.0,15.0,4,Others,2,Married,3,0,10.0,309.3,No Churn
2377,1.0,7.0,5,Laptop & Accessory,5,Divorced,7,0,1.0,167.98,No Churn
2378,8.0,17.0,4,Mobile Phone,3,Married,3,1,1.0,147.2,No Churn
2379,16.0,9.0,6,Others,1,Married,3,0,10.0,323.45,Churn
2381,7.0,15.0,5,Mobile Phone,1,Single,2,0,3.0,148.42,No Churn
2383,23.0,13.0,5,Grocery,3,Married,4,1,13.0,264.66,No Churn
2384,4.0,23.0,2,Laptop & Accessory,3,Married,5,0,8.0,177.94,No Churn
2385,23.0,6.0,3,Others,1,Married,4,0,6.0,295.17,No Churn
2387,1.0,17.0,2,Mobile Phone,3,Married,4,0,3.0,145.73,No Churn
2388,23.0,29.0,4,Grocery,4,Married,5,0,3.0,289.13,No Churn
2389,4.0,15.0,3,Fashion,4,Married,2,0,8.0,206.48,No Churn
2391,6.0,9.0,4,Mobile Phone,5,Married,3,0,1.0,153.27,No Churn
2392,21.0,22.0,3,Laptop & Accessory,3,Married,9,0,7.0,164.39,No Churn
2393,6.0,7.0,5,Mobile Phone,4,Married,8,0,3.0,148.32,No Churn
2395,19.0,6.0,3,Mobile,5,Single,7,0,7.0,134.23,No Churn
2396,20.0,9.0,4,Others,5,Single,5,0,2.0,314.47,No Churn
2398,1.0,12.0,3,Mobile Phone,4,Married,3,1,3.0,148.28,No Churn
2399,7.0,22.0,4,Laptop & Accessory,1,Married,2,1,2.0,37.0,No Churn
2400,0.0,8.0,3,Mobile,5,Divorced,8,0,7.0,127.07,Churn
2401,18.0,8.0,4,Grocery,1,Married,10,0,8.0,267.92,No Churn
2403,15.0,34.0,4,Laptop & Accessory,1,Married,1,0,4.0,145.23,No Churn
2404,26.0,9.0,5,Mobile Phone,1,Single,9,0,3.0,157.12,No Churn
2406,14.0,26.0,4,Laptop & Accessory,1,Married,10,1,8.0,152.41,No Churn
2411,1.0,30.0,2,Mobile Phone,1,Married,3,1,5.0,152.25,No Churn
2413,13.0,12.0,3,Grocery,1,Single,2,1,7.0,264.37,No Churn
2414,14.0,21.0,5,Others,3,Single,3,0,10.0,321.26,No Churn
2416,0.0,8.0,5,Mobile,2,Divorced,6,1,2.0,134.64,Churn
2417,19.0,7.0,3,Mobile,5,Single,7,0,7.0,134.23,No Churn
2418,8.0,8.0,4,Fashion,4,Married,3,0,4.0,202.74,No Churn
2419,17.0,35.0,3,Laptop & Accessory,1,Single,2,0,17.0,145.41,No Churn
2420,4.0,23.0,4,Mobile Phone,1,Married,3,0,9.0,153.62,No Churn
2422,8.0,9.0,4,Laptop & Accessory,5,Single,2,1,3.0,170.38,No Churn
2423,1.0,16.0,5,Mobile Phone,4,Married,3,0,1.0,151.94,No Churn
2424,14.0,23.0,4,Fashion,1,Single,8,1,4.0,204.45,No Churn
2425,23.0,23.0,4,Mobile Phone,5,Married,6,1,3.0,150.87,No Churn
2426,6.0,6.0,4,Mobile,5,Single,4,1,2.0,127.99,No Churn
2427,1.0,29.0,4,Mobile Phone,3,Married,6,1,2.0,146.32,Churn
2429,5.0,14.0,4,Laptop & Accessory,5,Divorced,3,0,13.0,168.06,No Churn
2430,19.0,9.0,4,Others,5,Divorced,7,1,5.0,323.59,Churn
2432,15.0,10.0,3,Others,2,Divorced,2,0,15.0,292.32,No Churn
2433,4.0,16.0,4,Laptop & Accessory,1,Married,2,1,8.0,188.47,No Churn
2437,7.0,14.0,4,Laptop & Accessory,4,Married,2,0,3.0,168.02,No Churn
2439,14.0,17.0,5,Laptop & Accessory,4,Married,9,0,4.0,193.52,No Churn
2440,0.0,10.0,4,Laptop & Accessory,5,Divorced,2,0,3.0,142.56,No Churn
2441,0.0,16.0,3,Laptop & Accessory,3,Married,2,1,3.0,142.6,No Churn
2442,1.0,10.0,5,Mobile Phone,1,Single,2,0,2.0,145.45,No Churn
2443,23.0,9.0,3,Others,4,Married,2,0,7.0,282.0,No Churn
2444,1.0,14.0,4,Mobile Phone,1,Single,3,0,8.0,150.7,No Churn
2447,6.0,20.0,4,Laptop & Accessory,1,Married,4,0,4.0,169.03,No Churn
2448,6.0,6.0,1,Laptop & Accessory,5,Married,2,0,8.0,140.37,No Churn
2449,0.0,11.0,4,Mobile,3,Single,1,0,0.0,129.66,No Churn
2450,4.0,23.0,4,Laptop & Accessory,3,Married,10,0,3.0,178.01,No Churn
2454,0.0,21.0,3,Fashion,3,Divorced,8,1,7.0,236.1,Churn
2456,9.0,21.0,5,Laptop & Accessory,1,Married,2,0,11.0,154.06,No Churn
2457,10.0,11.0,5,Laptop & Accessory,2,Single,3,0,9.0,183.1,No Churn
2459,20.0,14.0,4,Mobile Phone,3,Married,10,0,9.0,148.39,Churn
2460,25.0,18.0,5,Grocery,4,Single,5,0,4.0,256.42,No Churn
2461,21.0,21.0,4,Laptop & Accessory,4,Married,10,0,8.0,179.67,No Churn
2462,12.0,7.0,2,Mobile Phone,3,Married,3,0,1.0,153.44,No Churn
2463,13.0,30.0,3,Laptop & Accessory,1,Married,2,0,7.0,133.19,No Churn
2464,9.0,8.0,5,Laptop & Accessory,1,Married,2,0,1.0,178.63,No Churn
2465,16.0,9.0,4,Grocery,3,Divorced,2,1,11.0,303.61,No Churn
2467,13.0,10.0,2,Laptop & Accessory,4,Married,11,0,7.0,188.89,No Churn
2468,22.0,9.0,2,Mobile Phone,4,Single,7,0,1.0,150.59,No Churn
2469,0.0,9.0,3,Mobile Phone,3,Single,2,0,7.0,140.84,Churn
2470,13.0,7.0,5,Grocery,1,Married,3,0,9.0,252.42,No Churn
2471,13.0,14.0,4,Fashion,4,Married,3,0,8.0,237.57,No Churn
2472,3.0,12.0,5,Laptop & Accessory,4,Married,3,1,10.0,166.87,No Churn
2474,1.0,12.0,4,Others,3,Married,8,0,1.0,308.03,No Churn
2475,12.0,7.0,4,Mobile Phone,4,Married,2,1,3.0,154.91,No Churn
2476,4.0,8.0,4,Mobile Phone,4,Married,3,0,8.0,162.48,No Churn
2478,9.0,6.0,3,Laptop & Accessory,1,Married,2,1,11.0,162.01,No Churn
2479,0.0,6.0,4,Laptop & Accessory,5,Divorced,6,0,0.0,142.98,No Churn
2480,8.0,5.0,3,Fashion,5,Married,2,0,8.0,190.69,No Churn
2481,1.0,15.0,4,Mobile Phone,5,Married,3,1,1.0,148.98,Churn
2483,22.0,9.0,4,Laptop & Accessory,5,Married,5,0,2.0,147.89,No Churn
2484,8.0,24.0,3,Laptop & Accessory,3,Married,2,1,2.0,156.89,No Churn
2485,1.0,19.0,4,Mobile Phone,2,Divorced,3,1,1.0,150.15,Churn
2486,1.0,16.0,5,Mobile Phone,5,Single,9,0,4.0,159.07,Churn
2487,18.0,7.0,2,Laptop & Accessory,5,Married,4,0,3.0,175.33,No Churn
2488,4.0,7.0,4,Laptop & Accessory,1,Single,3,0,8.0,165.11,No Churn
2489,12.0,9.0,4,Mobile Phone,3,Divorced,8,1,2.0,155.57,No Churn
2490,22.0,9.0,4,Laptop & Accessory,1,Married,4,0,8.0,165.51,No Churn
2491,2.0,25.0,4,Laptop & Accessory,3,Married,2,0,4.0,186.2,No Churn
2492,1.0,10.0,3,Laptop & Accessory,2,Married,3,1,5.0,171.47,No Churn
2493,1.0,7.0,3,Mobile,1,Married,2,0,2.0,127.06,No Churn
2494,3.0,34.0,4,Laptop & Accessory,3,Married,6,0,2.0,168.35,No Churn
2495,16.0,8.0,4,Fashion,1,Married,1,0,9.0,201.69,Churn
2496,14.0,13.0,3,Laptop & Accessory,3,Single,7,0,1.0,150.03,No Churn
2498,10.0,10.0,3,Mobile Phone,2,Married,5,0,8.0,0.0,No Churn
2499,18.0,35.0,3,Mobile,1,Single,6,0,3.0,134.52,No Churn
2500,20.0,10.0,3,Laptop & Accessory,2,Single,2,1,7.0,141.63,No Churn
2501,1.0,25.0,4,Laptop & Accessory,3,Married,2,1,3.0,171.14,Churn
2504,21.0,6.0,1,Grocery,2,Single,3,0,1.0,268.85,No Churn
2507,1.0,16.0,3,Mobile Phone,4,Married,2,0,0.0,110.52,No Churn
2510,30.0,7.0,4,Laptop & Accessory,3,Married,3,0,10.0,188.06,No Churn
2511,16.0,33.0,4,Fashion,5,Married,5,1,1.0,256.91,No Churn
2512,1.0,8.0,4,Mobile Phone,5,Single,2,0,7.0,153.67,No Churn
2513,1.0,35.0,5,Laptop & Accessory,4,Divorced,2,0,7.0,165.49,No Churn
2516,27.0,23.0,3,Fashion,3,Married,9,0,8.0,207.39,No Churn
2517,30.0,16.0,4,Grocery,1,Married,9,0,2.0,236.03,No Churn
2518,3.0,10.0,5,Fashion,3,Married,3,0,8.0,244.35,No Churn
2519,12.0,15.0,3,Others,1,Single,3,0,3.0,294.31,No Churn
2520,3.0,13.0,3,Mobile,4,Single,1,0,2.0,129.83,No Churn
2521,27.0,30.0,4,Grocery,2,Single,8,0,9.0,267.75,No Churn
2522,24.0,7.0,4,Grocery,1,Married,11,0,4.0,298.99,No Churn
2523,28.0,10.0,3,Laptop & Accessory,3,Married,1,1,2.0,140.35,No Churn
2524,1.0,17.0,4,Laptop & Accessory,3,Married,3,1,4.0,167.6,No Churn
2525,9.0,11.0,3,Laptop & Accessory,4,Single,9,0,7.0,159.14,No Churn
2527,14.0,15.0,4,Laptop & Accessory,3,Divorced,5,1,4.0,192.96,Churn
2528,21.0,11.0,4,Laptop & Accessory,2,Single,3,1,8.0,166.63,No Churn
2530,4.0,29.0,4,Laptop & Accessory,1,Married,1,0,8.0,155.82,No Churn
2531,13.0,9.0,4,Mobile,3,Married,2,1,2.0,126.83,Churn
2533,14.0,35.0,5,Fashion,5,Married,6,1,1.0,233.54,Churn
2534,27.0,26.0,3,Laptop & Accessory,3,Single,4,0,3.0,148.69,No Churn
2535,14.0,16.0,4,Fashion,3,Single,11,0,14.0,259.99,No Churn
2536,2.0,34.0,4,Mobile Phone,5,Single,2,0,4.0,137.85,No Churn
2539,1.0,25.0,5,Mobile Phone,2,Single,3,1,2.0,148.89,Churn
2541,1.0,17.0,2,Mobile Phone,3,Single,3,0,3.0,160.05,No Churn
2543,8.0,28.0,2,Laptop & Accessory,1,Single,3,0,8.0,178.37,No Churn
2548,0.0,35.0,3,Laptop & Accessory,3,Married,6,0,0.0,143.06,No Churn
2549,8.0,27.0,3,Laptop & Accessory,2,Divorced,2,1,7.0,140.14,No Churn
2550,16.0,10.0,2,Laptop & Accessory,2,Divorced,4,1,4.0,177.31,No Churn
2552,19.0,7.0,5,Fashion,3,Married,5,0,5.0,232.48,No Churn
2554,1.0,24.0,4,Mobile Phone,4,Married,2,1,2.0,155.58,No Churn
2555,4.0,9.0,6,Laptop & Accessory,1,Single,4,0,3.0,185.91,No Churn
2556,31.0,7.0,6,Fashion,1,Married,5,0,1.0,233.83,No Churn
2557,30.0,27.0,3,Grocery,1,Married,5,1,0.0,278.75,No Churn
2558,11.0,13.0,4,Laptop & Accessory,1,Married,6,0,2.0,190.02,No Churn
2559,9.0,7.0,5,Laptop & Accessory,5,Single,2,0,9.0,168.12,No Churn
2560,14.0,16.0,4,Others,1,Married,4,0,6.0,291.41,No Churn
2564,0.0,28.0,3,Mobile,3,Single,2,0,2.0,134.47,No Churn
2565,0.0,32.0,4,Laptop & Accessory,5,Single,6,0,1.0,166.96,Churn
2566,2.0,8.0,4,Mobile Phone,5,Single,3,1,0.0,136.46,Churn
2567,2.0,36.0,4,Laptop & Accessory,5,Married,9,1,1.0,191.73,Churn
2568,28.0,26.0,3,Laptop & Accessory,1,Married,4,1,8.0,154.15,No Churn
2569,2.0,6.0,3,Fashion,2,Divorced,2,0,1.0,179.18,No Churn
2570,0.0,9.0,1,Laptop & Accessory,1,Married,2,1,4.0,146.47,No Churn
2572,23.0,14.0,3,Mobile Phone,4,Married,8,0,2.0,138.75,No Churn
2573,2.0,8.0,3,Mobile,4,Married,1,0,4.0,127.03,No Churn
2574,0.0,24.0,3,Laptop & Accessory,3,Married,1,1,2.0,146.14,Churn
2575,15.0,8.0,3,Grocery,5,Married,1,0,7.0,276.65,No Churn
2576,8.0,14.0,4,Fashion,1,Married,5,1,12.0,203.77,No Churn
2577,7.0,9.0,4,Laptop & Accessory,1,Married,4,1,1.0,181.03,No Churn
2578,16.0,13.0,3,Fashion,5,Divorced,9,0,0.0,199.85,No Churn
2579,13.0,20.0,5,Grocery,4,Married,8,1,3.0,296.23,No Churn
2580,13.0,20.0,3,Laptop & Accessory,5,Married,2,0,2.0,146.39,No Churn
2581,19.0,20.0,3,Mobile Phone,4,Divorced,10,1,3.0,149.63,Churn
2582,9.0,13.0,6,Laptop & Accessory,2,Single,3,0,9.0,191.46,No Churn
2583,29.0,6.0,3,Laptop & Accessory,3,Married,2,0,9.0,163.06,No Churn
2585,16.0,33.0,4,Fashion,5,Divorced,5,1,1.0,256.91,No Churn
2586,4.0,8.0,3,Fashion,3,Married,2,1,6.0,198.52,No Churn
2587,10.0,15.0,4,Laptop & Accessory,1,Married,6,0,8.0,175.79,No Churn
2588,1.0,12.0,4,Mobile Phone,3,Single,3,1,3.0,159.41,Churn
2589,9.0,13.0,1,Laptop & Accessory,5,Married,3,0,13.0,146.39,No Churn
2590,0.0,29.0,4,Laptop & Accessory,3,Married,4,1,1.0,159.16,Churn
2591,26.0,9.0,3,Grocery,3,Divorced,4,1,3.0,275.84,No Churn
2593,17.0,35.0,3,Laptop & Accessory,2,Single,2,0,17.0,145.41,No Churn
2594,1.0,30.0,5,Laptop & Accessory,3,Married,5,1,2.0,184.16,Churn
2595,13.0,26.0,3,Fashion,1,Married,5,0,1.0,203.22,No Churn
2596,2.0,14.0,4,Laptop & Accessory,1,Married,2,1,2.0,150.56,No Churn
2597,1.0,15.0,4,Mobile Phone,1,Single,3,0,5.0,159.45,No Churn
2598,16.0,20.0,3,Grocery,5,Divorced,7,0,0.0,271.59,No Churn
2599,5.0,9.0,3,Laptop & Accessory,5,Married,2,0,3.0,167.25,No Churn
2601,5.0,8.0,3,Mobile,1,Single,1,0,6.0,130.68,No Churn
2602,0.0,32.0,4,Mobile,3,Married,2,1,3.0,128.14,No Churn
2603,16.0,28.0,4,Laptop & Accessory,3,Married,4,0,3.0,177.65,No Churn
2604,4.0,6.0,3,Laptop & Accessory,1,Single,9,1,5.0,159.93,Churn
2605,8.0,13.0,3,Laptop & Accessory,1,Married,2,1,9.0,152.04,No Churn
2606,0.0,13.0,3,Mobile,4,Single,2,0,0.0,126.79,Churn
2608,11.0,7.0,4,Mobile Phone,1,Single,3,0,8.0,146.15,No Churn
2611,11.0,9.0,3,Mobile,3,Divorced,4,0,2.0,128.21,No Churn
2614,0.0,14.0,4,Mobile Phone,3,Single,2,1,2.0,139.89,Churn
2615,8.0,10.0,4,Laptop & Accessory,4,Married,3,0,10.0,179.33,No Churn
2616,5.0,7.0,6,Laptop & Accessory,5,Married,3,0,8.0,175.03,No Churn
